House ID,Golden Grains
6e33d031,1165320.588872543
6e33d037,1239064.5062739234
6e33d03d,1491223.5695687782
6e33d043,1221539.4798051058
6e33d045,1339981.3228356258
6e33d049,1334752.0505556907
6e33d04d,1365621.6559315212
6e33d051,1201952.930741729
6e33d053,1158745.7436288095
6e33d055,1203218.4427416178
6e33d05b,1407631.140650524
6e33d05f,1017500.4413040094
6e33d062,1282039.3580543648
6e33d065,1366826.1882174234
6e33d067,1391104.2871293826
6e33d06b,1288527.3336647497
6e33d071,1384420.4241926947
6e33d075,1217340.2187850417
6e33d07a,1121158.4660643826
6e33d080,1141932.1390193172
6e33d083,1279339.6528276987
6e33d089,1227372.2051441933
6e33d08b,1313030.1803509253
6e33d08e,1106319.9065786703
6e33d090,1045886.9473828594
6e33d095,1528721.0798349536
6e33d098,984879.9118806417
6e33d09a,913131.4595772561
6e33d09d,1339431.639707265
6e33d0a0,1268969.0436445132
6e33d0a5,855068.8948237273
6e33d0a8,1401657.581558713
6e33d0ac,1454134.7175509797
6e33d0b1,1434039.9366258208
6e33d0b5,1213018.9501277285
6e33d0ba,1400018.2984745682
6e33d0bc,1251032.918379185
6e33d0c2,1370351.081052563
6e33d0c6,1210587.1334582847
6e33d0cc,1341353.2687461872
6e33d0d1,1370978.2135637368
6e33d0d3,1435175.811531292
6e33d0d5,1443044.9082571662
6e33d0d7,991652.0461397073
6e33d0dc,1498599.3409782425
6e33d0e0,1178363.4516568587
6e33d0e2,1381194.202831241
6e33d0e4,1510660.5668698922
6e33d0e6,1066820.2479267868
6e33d0ea,965540.6825981959
6e33d0ee,1389630.0065400756
6e33d0f4,1277254.4457868452
6e33d0f8,1232076.6472894636
6e33d0fd,1681313.4935274217
6e33d100,1185411.9743887566
6e33d103,1233500.2023283574
6e33d108,1163768.2107020107
6e33d10b,1437908.3958618944
6e33d110,1130673.8110918463
6e33d112,1052876.225132982
6e33d117,1528032.6421856673
6e33d11c,1529977.3994921488
6e33d122,1274626.4344109113
6e33d127,1125360.7850994305
6e33d12c,1313492.060117252
6e33d130,1266254.314378346
6e33d136,1420757.9855499144
6e33d13a,1450008.0524616858
6e33d13e,1418948.164638688
6e33d141,1304342.8482595326
6e33d147,1362879.1852400347
6e33d14b,1474020.0900587698
6e33d14e,1022717.9274260228
6e33d151,979735.8548926959
6e33d154,1314358.2577428392
6e33d159,1498024.366509163
6e33d15f,1178645.0449004842
6e33d162,1113767.877303752
6e33d168,1358616.721158379
6e33d16d,945409.5713095837
6e33d16f,1366313.3048550934
6e33d172,1445494.435452438
6e33d175,1249689.5061738484
6e33d17b,1116842.3070920992
6e33d181,1369081.6385626493
6e33d184,1361072.284689086
6e33d186,1330934.061565498
6e33d18b,1243984.9551502436
6e33d191,1154313.3405474906
6e33d193,1390722.2214544893
6e33d197,1476881.58413784
6e33d19b,1481950.6956868796
6e33d19f,1500351.1425062749
6e33d1a3,1260295.0890581298
6e33d1a7,1227241.2316800433
6e33d1ad,1028019.8753575091
6e33d1b1,1322047.3607193124
6e33d1b5,1427225.1008798848
6e33d1b9,1274667.104315811
6e33d1bb,1360941.4468926901
6e33d1bf,1206457.4467677355
6e33d1c4,1408225.4893749931
6e33d1c7,1475493.790465025
6e33d1cb,1299670.3269008056
6e33d1cd,1450050.1866767898
6e33d1d3,1323053.2723753334
6e33d1d9,1619567.409642393
6e33d1dd,1226610.4893271674
6e33d1e1,1610814.9142561664
6e33d1e3,1052993.6275484615
6e33d1e8,1273364.3790584807
6e33d1ec,1178158.7257412386
6e33d1f2,1115684.7237073306
6e33d1f6,1136210.675590546
6e33d1fa,958642.2360145301
6e33d1ff,1384640.361269469
6e33d205,1334221.8178863828
6e33d207,1263078.1325670152
6e33d209,1489987.5811132935
6e33d20e,1317252.9698268955
6e33d210,998144.8749777831
6e33d216,1087876.085404854
6e33d219,1118161.8637772694
6e33d21d,894826.4613253268
6e33d221,1115317.0883210509
6e33d227,1329728.244735413
6e33d22a,1452714.3176245021
6e33d22e,1144863.3668622847
6e33d230,996854.9525064209
6e33d234,1400610.587279646
6e33d239,956707.2439381032
6e33d23e,1382692.1429311032
6e33d241,1237631.4016738364
6e33d244,1382908.5594340118
6e33d247,1514026.097160116
6e33d24b,1344376.0281756094
6e33d251,1107563.473501492
6e33d253,1302726.7117831095
6e33d256,1143970.001803159
6e33d25c,1343184.1315603158
6e33d25f,1295386.0851749445
6e33d262,1177166.5172502797
6e33d266,1249745.4733949609
6e33d26b,1088619.0051363253
6e33d26d,1313843.2033440669
6e33d26f,1505327.6321562678
6e33d274,1488220.8589345866
6e33d278,1258872.3609967977
6e33d27e,1183974.9211663494
6e33d281,1580382.0590326507
6e33d286,992229.1081424262
6e33d28a,1428075.5973176644
6e33d28e,1547815.8312783565
6e33d293,1367501.0715360201
6e33d298,1559156.9914925867
6e33d29a,1265701.798971736
6e33d29c,1133995.8988238077
6e33d29e,1174491.0520864916
6e33d2a1,1400762.6307942292
6e33d2a5,1127135.9910943916
6e33d2ab,1241696.589398369
6e33d2b1,1277945.6805722674
6e33d2b6,1466653.256881075
6e33d2bc,1289686.7629757023
6e33d2c0,1289394.6137498214
6e33d2c4,1145949.6093611524
6e33d2c6,1025887.0173026389
6e33d2cb,1243228.328033544
6e33d2d0,1202810.9633455162
6e33d2d5,1174777.0800478575
6e33d2db,1412453.3224495205
6e33d2e1,1250331.5545736041
6e33d2e7,1171529.627029734
6e33d2ea,1075266.6668140853
6e33d2ec,1328252.563793481
6e33d2f2,1524532.4442722313
6e33d2f4,1514431.4868556848
6e33d2fa,1250566.3586728552
6e33d2fe,1215397.3235428932
6e33d303,1434574.963478416
6e33d309,1251242.6313430306
6e33d30f,1152912.6960767887
6e33d312,1429074.831447782
6e33d314,1210248.6144913165
6e33d31a,863146.914909151
6e33d31e,1196049.367265871
6e33d320,1152124.4988989036
6e33d326,1152392.304818826
6e33d329,1605390.1583975817
6e33d32f,1222097.892827511
6e33d333,1546760.834460446
6e33d339,1428813.9675487967
6e33d33e,1332649.2502814566
6e33d340,1138552.0642641997
6e33d344,1284087.3980834717
6e33d34a,895252.8634794932
6e33d34f,1457810.576374862
6e33d353,1131137.1150470981
6e33d359,1101545.978803813
6e33d35f,1292219.6288550806
6e33d362,1375765.1258008103
6e33d366,1534078.730892312
6e33d368,1250614.8259502044
6e33d36e,1653549.7089978612
6e33d371,1584834.936219217
6e33d376,964027.7159795762
6e33d37c,1074613.9131138537
6e33d381,1458451.840466892
6e33d383,1417442.3139498264
6e33d388,1066651.9665149832
6e33d38b,1197113.6207678802
6e33d38d,1490629.421725669
6e33d38f,980108.4591960788
6e33d393,1317226.9273777676
6e33d399,1317631.4700443996
6e33d39d,1379360.6999037608
6e33d3a2,1246087.5091225111
6e33d3a7,1373857.287816392
6e33d3ab,1048953.4447244403
6e33d3af,1229579.3596253933
6e33d3b5,856734.9280745019
6e33d3bb,1296367.6372200686
6e33d3be,1067791.085567138
6e33d3c2,1497261.3387155333
6e33d3c6,1468199.1897569685
6e33d3ca,1168786.9588259973
6e33d3cf,1171091.8784754886
6e33d3d2,1337031.6424488577
6e33d3d8,1448871.6364423088
6e33d3de,1390395.3677867518
6e33d3e0,1501687.4800857096
6e33d3e6,1291424.3816450543
6e33d3e8,1494606.4982236235
6e33d3ee,1216910.0021025694
6e33d3f0,1301264.046924676
6e33d3f3,1448514.5192681558
6e33d3f5,1149181.342247316
6e33d3f7,1591107.8182185632
6e33d3fd,1202307.0603450895
6e33d402,1037566.4140495119
